epoch,step,train_loss
2,49,1.094632863998413
4,99,0.8842043876647949
7,149,0.6881449818611145
9,199,0.6348198056221008
12,249,0.4455564618110657
14,299,0.4249001145362854
17,349,0.3195536136627197
19,399,0.2755231559276581
