epoch,step,train_loss
2,49,0.6958152055740356
4,99,0.5695963501930237
7,149,0.46824920177459717
9,199,0.37261128425598145
12,249,0.33945369720458984
14,299,0.2758215069770813
17,349,0.24986205995082855
19,399,0.20135320723056793
